AEROPUERTO_DE_PROCEDENCIA,Mes_Año,Pasajeros,Isla,Mes,Año,MesNum,Fecha
Austria,abril 2022,6115,Tenerife,abril,2022,4,2022-04-01
Federación Rusa,abril 2022,0,Tenerife,abril,2022,4,2022-04-01
Republica Checa,abril 2022,3905,Tenerife,abril,2022,4,2022-04-01
Polonia,abril 2022,8632,Tenerife,abril,2022,4,2022-04-01
Portugal,abril 2022,4667,Tenerife,abril,2022,4,2022-04-01
Marruecos,abril 2022,548,Tenerife,abril,2022,4,2022-04-01
Luxemburgo,abril 2022,2570,Tenerife,abril,2022,4,2022-04-01
Islandia,abril 2022,6120,Tenerife,abril,2022,4,2022-04-01
Hungría,abril 2022,1870,Tenerife,abril,2022,4,2022-04-01
Venezuela,abril 2022,0,Tenerife,abril,2022,4,2022-04-01
Rumanía,abril 2022,2912,Tenerife,abril,2022,4,2022-04-01
Estonia,abril 2022,1300,Tenerife,abril,2022,4,2022-04-01
Letonia,abril 2022,2093,Tenerife,abril,2022,4,2022-04-01
Lituania,abril 2022,2005,Tenerife,abril,2022,4,2022-04-01
Ucrania,abril 2022,0,Tenerife,abril,2022,4,2022-04-01
Israel,abril 2022,0,Tenerife,abril,2022,4,2022-04-01
USA,abril 2022,2,Tenerife,abril,2022,4,2022-04-01
Otros países,abril 2022,12,Tenerife,abril,2022,4,2022-04-01
Total aerop. Extranjeros,abril 2022,431195,Tenerife,abril,2022,4,2022-04-01
TOTAL PASAJEROS,abril 2022,695010,Tenerife,abril,2022,4,2022-04-01
aerop. Interinsulares,mayo 2022,113349,Tenerife,mayo,2022,5,2022-05-01
aerop. peninsulares,mayo 2022,153889,Tenerife,mayo,2022,5,2022-05-01
Total aerop. españoles,mayo 2022,267238,Tenerife,mayo,2022,5,2022-05-01
Aerop. Peninsulares + aerop. Extranjeros,mayo 2022,505263,Tenerife,mayo,2022,5,2022-05-01
Holanda,mayo 2022,16729,Tenerife,mayo,2022,5,2022-05-01
Bélgica,mayo 2022,16862,Tenerife,mayo,2022,5,2022-05-01
Alemania,mayo 2022,36292,Tenerife,mayo,2022,5,2022-05-01
Francia,mayo 2022,16631,Tenerife,mayo,2022,5,2022-05-01
Reino Unido,mayo 2022,188488,Tenerife,mayo,2022,5,2022-05-01
Irlanda,mayo 2022,11895,Tenerife,mayo,2022,5,2022-05-01
Italia,mayo 2022,25354,Tenerife,mayo,2022,5,2022-05-01
Países Nórdicos,mayo 2022,1636,Tenerife,mayo,2022,5,2022-05-01
Suecia,mayo 2022,0,Tenerife,mayo,2022,5,2022-05-01
Noruega,mayo 2022,68,Tenerife,mayo,2022,5,2022-05-01
Dinamarca,mayo 2022,1568,Tenerife,mayo,2022,5,2022-05-01
Finlandia,mayo 2022,0,Tenerife,mayo,2022,5,2022-05-01
Suiza,mayo 2022,6235,Tenerife,mayo,2022,5,2022-05-01
Austria,mayo 2022,4523,Tenerife,mayo,2022,5,2022-05-01
Federación Rusa,mayo 2022,0,Tenerife,mayo,2022,5,2022-05-01
Republica Checa,mayo 2022,2477,Tenerife,mayo,2022,5,2022-05-01
Polonia,mayo 2022,8912,Tenerife,mayo,2022,5,2022-05-01
Portugal,mayo 2022,4924,Tenerife,mayo,2022,5,2022-05-01
Marruecos,mayo 2022,795,Tenerife,mayo,2022,5,2022-05-01
Luxemburgo,mayo 2022,894,Tenerife,mayo,2022,5,2022-05-01
Islandia,mayo 2022,4308,Tenerife,mayo,2022,5,2022-05-01
Hungría,mayo 2022,1687,Tenerife,mayo,2022,5,2022-05-01
Venezuela,mayo 2022,0,Tenerife,mayo,2022,5,2022-05-01
Rumanía,mayo 2022,2276,Tenerife,mayo,2022,5,2022-05-01
Estonia,mayo 2022,0,Tenerife,mayo,2022,5,2022-05-01
Letonia,mayo 2022,249,Tenerife,mayo,2022,5,2022-05-01
Lituania,mayo 2022,201,Tenerife,mayo,2022,5,2022-05-01
Ucrania,mayo 2022,0,Tenerife,mayo,2022,5,2022-05-01
Israel,mayo 2022,0,Tenerife,mayo,2022,5,2022-05-01
USA,mayo 2022,4,Tenerife,mayo,2022,5,2022-05-01
Otros países,mayo 2022,2,Tenerife,mayo,2022,5,2022-05-01
Total aerop. Extranjeros,mayo 2022,351374,Tenerife,mayo,2022,5,2022-05-01
TOTAL PASAJEROS,mayo 2022,618612,Tenerife,mayo,2022,5,2022-05-01
aerop. Interinsulares,junio 2022,116547,Tenerife,junio,2022,6,2022-06-01
aerop. peninsulares,junio 2022,165856,Tenerife,junio,2022,6,2022-06-01
Total aerop. españoles,junio 2022,282403,Tenerife,junio,2022,6,2022-06-01
Aerop. Peninsulares + aerop. Extranjeros,junio 2022,527387,Tenerife,junio,2022,6,2022-06-01
Holanda,junio 2022,14907,Tenerife,junio,2022,6,2022-06-01
Bélgica,junio 2022,15223,Tenerife,junio,2022,6,2022-06-01
Alemania,junio 2022,38413,Tenerife,junio,2022,6,2022-06-01
Francia,junio 2022,13772,Tenerife,junio,2022,6,2022-06-01
Reino Unido,junio 2022,194742,Tenerife,junio,2022,6,2022-06-01
Irlanda,junio 2022,12468,Tenerife,junio,2022,6,2022-06-01
Italia,junio 2022,24760,Tenerife,junio,2022,6,2022-06-01
Países Nórdicos,junio 2022,2106,Tenerife,junio,2022,6,2022-06-01
Suecia,junio 2022,0,Tenerife,junio,2022,6,2022-06-01
Noruega,junio 2022,361,Tenerife,junio,2022,6,2022-06-01
Dinamarca,junio 2022,1745,Tenerife,junio,2022,6,2022-06-01
Finlandia,junio 2022,0,Tenerife,junio,2022,6,2022-06-01
Suiza,junio 2022,6740,Tenerife,junio,2022,6,2022-06-01
Austria,junio 2022,4834,Tenerife,junio,2022,6,2022-06-01
Federación Rusa,junio 2022,0,Tenerife,junio,2022,6,2022-06-01
Republica Checa,junio 2022,3211,Tenerife,junio,2022,6,2022-06-01
Polonia,junio 2022,9729,Tenerife,junio,2022,6,2022-06-01
Portugal,junio 2022,6159,Tenerife,junio,2022,6,2022-06-01
Marruecos,junio 2022,653,Tenerife,junio,2022,6,2022-06-01
Luxemburgo,junio 2022,1424,Tenerife,junio,2022,6,2022-06-01
Islandia,junio 2022,6110,Tenerife,junio,2022,6,2022-06-01
Hungría,junio 2022,1739,Tenerife,junio,2022,6,2022-06-01
Venezuela,junio 2022,0,Tenerife,junio,2022,6,2022-06-01
Rumanía,junio 2022,3060,Tenerife,junio,2022,6,2022-06-01
Estonia,junio 2022,0,Tenerife,junio,2022,6,2022-06-01
Letonia,junio 2022,0,Tenerife,junio,2022,6,2022-06-01
Lituania,junio 2022,0,Tenerife,junio,2022,6,2022-06-01
Ucrania,junio 2022,0,Tenerife,junio,2022,6,2022-06-01
Israel,junio 2022,0,Tenerife,junio,2022,6,2022-06-01
USA,junio 2022,1461,Tenerife,junio,2022,6,2022-06-01
Otros países,junio 2022,20,Tenerife,junio,2022,6,2022-06-01
Total aerop. Extranjeros,junio 2022,361531,Tenerife,junio,2022,6,2022-06-01
TOTAL PASAJEROS,junio 2022,643934,Tenerife,junio,2022,6,2022-06-01
aerop. Interinsulares,julio 2022,125634,Tenerife,julio,2022,7,2022-07-01
aerop. peninsulares,julio 2022,188651,Tenerife,julio,2022,7,2022-07-01
Total aerop. españoles,julio 2022,314285,Tenerife,julio,2022,7,2022-07-01
Aerop. Peninsulares + aerop. Extranjeros,julio 2022,595459,Tenerife,julio,2022,7,2022-07-01
Holanda,julio 2022,16069,Tenerife,julio,2022,7,2022-07-01
Bélgica,julio 2022,24836,Tenerife,julio,2022,7,2022-07-01
Alemania,julio 2022,40798,Tenerife,julio,2022,7,2022-07-01
Francia,julio 2022,17042,Tenerife,julio,2022,7,2022-07-01
Reino Unido,julio 2022,211513,Tenerife,julio,2022,7,2022-07-01
Irlanda,julio 2022,14393,Tenerife,julio,2022,7,2022-07-01
Italia,julio 2022,24465,Tenerife,julio,2022,7,2022-07-01
Países Nórdicos,julio 2022,3323,Tenerife,julio,2022,7,2022-07-01
Suecia,julio 2022,0,Tenerife,julio,2022,7,2022-07-01
Noruega,julio 2022,182,Tenerife,julio,2022,7,2022-07-01
Dinamarca,julio 2022,3141,Tenerife,julio,2022,7,2022-07-01
Finlandia,julio 2022,0,Tenerife,julio,2022,7,2022-07-01
Suiza,julio 2022,7367,Tenerife,julio,2022,7,2022-07-01
Austria,julio 2022,5584,Tenerife,julio,2022,7,2022-07-01
Federación Rusa,julio 2022,0,Tenerife,julio,2022,7,2022-07-01
Republica Checa,julio 2022,3912,Tenerife,julio,2022,7,2022-07-01
Polonia,julio 2022,11603,Tenerife,julio,2022,7,2022-07-01
Portugal,julio 2022,7875,Tenerife,julio,2022,7,2022-07-01
Marruecos,julio 2022,1226,Tenerife,julio,2022,7,2022-07-01
Luxemburgo,julio 2022,1750,Tenerife,julio,2022,7,2022-07-01
Islandia,julio 2022,7299,Tenerife,julio,2022,7,2022-07-01
Hungría,julio 2022,2036,Tenerife,julio,2022,7,2022-07-01
Venezuela,julio 2022,0,Tenerife,julio,2022,7,2022-07-01
Rumanía,julio 2022,3381,Tenerife,julio,2022,7,2022-07-01
Estonia,julio 2022,3,Tenerife,julio,2022,7,2022-07-01
Letonia,julio 2022,0,Tenerife,julio,2022,7,2022-07-01
Lituania,julio 2022,0,Tenerife,julio,2022,7,2022-07-01
Ucrania,julio 2022,0,Tenerife,julio,2022,7,2022-07-01
Israel,julio 2022,0,Tenerife,julio,2022,7,2022-07-01
USA,julio 2022,2188,Tenerife,julio,2022,7,2022-07-01
Otros países,julio 2022,145,Tenerife,julio,2022,7,2022-07-01
Total aerop. Extranjeros,julio 2022,406808,Tenerife,julio,2022,7,2022-07-01
TOTAL PASAJEROS,julio 2022,721093,Tenerife,julio,2022,7,2022-07-01
aerop. Interinsulares,agosto 2022,122351,Tenerife,agosto,2022,8,2022-08-01
aerop. peninsulares,agosto 2022,192083,Tenerife,agosto,2022,8,2022-08-01
Total aerop. españoles,agosto 2022,314434,Tenerife,agosto,2022,8,2022-08-01
Aerop. Peninsulares + aerop. Extranjeros,agosto 2022,590128,Tenerife,agosto,2022,8,2022-08-01
Holanda,agosto 2022,17793,Tenerife,agosto,2022,8,2022-08-01
Bélgica,agosto 2022,19444,Tenerife,agosto,2022,8,2022-08-01
Alemania,agosto 2022,42068,Tenerife,agosto,2022,8,2022-08-01
Francia,agosto 2022,16263,Tenerife,agosto,2022,8,2022-08-01
Reino Unido,agosto 2022,210401,Tenerife,agosto,2022,8,2022-08-01
Irlanda,agosto 2022,13514,Tenerife,agosto,2022,8,2022-08-01
Italia,agosto 2022,25199,Tenerife,agosto,2022,8,2022-08-01
Países Nórdicos,agosto 2022,2748,Tenerife,agosto,2022,8,2022-08-01
Suecia,agosto 2022,0,Tenerife,agosto,2022,8,2022-08-01
Noruega,agosto 2022,289,Tenerife,agosto,2022,8,2022-08-01
Dinamarca,agosto 2022,2459,Tenerife,agosto,2022,8,2022-08-01
Finlandia,agosto 2022,0,Tenerife,agosto,2022,8,2022-08-01
Suiza,agosto 2022,7444,Tenerife,agosto,2022,8,2022-08-01
Austria,agosto 2022,5219,Tenerife,agosto,2022,8,2022-08-01
Federación Rusa,agosto 2022,0,Tenerife,agosto,2022,8,2022-08-01
Republica Checa,agosto 2022,3857,Tenerife,agosto,2022,8,2022-08-01
Polonia,agosto 2022,10936,Tenerife,agosto,2022,8,2022-08-01
Portugal,agosto 2022,7317,Tenerife,agosto,2022,8,2022-08-01
Marruecos,agosto 2022,2001,Tenerife,agosto,2022,8,2022-08-01
Luxemburgo,agosto 2022,1738,Tenerife,agosto,2022,8,2022-08-01
Islandia,agosto 2022,4853,Tenerife,agosto,2022,8,2022-08-01
Hungría,agosto 2022,1934,Tenerife,agosto,2022,8,2022-08-01
Venezuela,agosto 2022,0,Tenerife,agosto,2022,8,2022-08-01
Rumanía,agosto 2022,3427,Tenerife,agosto,2022,8,2022-08-01
Estonia,agosto 2022,0,Tenerife,agosto,2022,8,2022-08-01
Letonia,agosto 2022,0,Tenerife,agosto,2022,8,2022-08-01
Lituania,agosto 2022,0,Tenerife,agosto,2022,8,2022-08-01
Ucrania,agosto 2022,0,Tenerife,agosto,2022,8,2022-08-01
Israel,agosto 2022,0,Tenerife,agosto,2022,8,2022-08-01
USA,agosto 2022,1867,Tenerife,agosto,2022,8,2022-08-01
Otros países,agosto 2022,22,Tenerife,agosto,2022,8,2022-08-01
Total aerop. Extranjeros,agosto 2022,398045,Tenerife,agosto,2022,8,2022-08-01
TOTAL PASAJEROS,agosto 2022,712479,Tenerife,agosto,2022,8,2022-08-01
aerop. Interinsulares,septiembre 2022,108798,Tenerife,septiembre,2022,9,2022-09-01
aerop. peninsulares,septiembre 2022,161598,Tenerife,septiembre,2022,9,2022-09-01
Total aerop. españoles,septiembre 2022,270396,Tenerife,septiembre,2022,9,2022-09-01
Aerop. Peninsulares + aerop. Extranjeros,septiembre 2022,533501,Tenerife,septiembre,2022,9,2022-09-01
Holanda,septiembre 2022,16603,Tenerife,septiembre,2022,9,2022-09-01
Bélgica,septiembre 2022,18128,Tenerife,septiembre,2022,9,2022-09-01
Alemania,septiembre 2022,39678,Tenerife,septiembre,2022,9,2022-09-01
Francia,septiembre 2022,14876,Tenerife,septiembre,2022,9,2022-09-01
Reino Unido,septiembre 2022,192641,Tenerife,septiembre,2022,9,2022-09-01
Irlanda,septiembre 2022,12357,Tenerife,septiembre,2022,9,2022-09-01
Italia,septiembre 2022,24756,Tenerife,septiembre,2022,9,2022-09-01
Países Nórdicos,septiembre 2022,2386,Tenerife,septiembre,2022,9,2022-09-01
Suecia,septiembre 2022,0,Tenerife,septiembre,2022,9,2022-09-01
Noruega,septiembre 2022,210,Tenerife,septiembre,2022,9,2022-09-01
Dinamarca,septiembre 2022,2176,Tenerife,septiembre,2022,9,2022-09-01
Finlandia,septiembre 2022,0,Tenerife,septiembre,2022,9,2022-09-01
Suiza,septiembre 2022,7948,Tenerife,septiembre,2022,9,2022-09-01
Austria,septiembre 2022,5581,Tenerife,septiembre,2022,9,2022-09-01
Federación Rusa,septiembre 2022,0,Tenerife,septiembre,2022,9,2022-09-01
Republica Checa,septiembre 2022,3224,Tenerife,septiembre,2022,9,2022-09-01
Polonia,septiembre 2022,11082,Tenerife,septiembre,2022,9,2022-09-01
Portugal,septiembre 2022,6160,Tenerife,septiembre,2022,9,2022-09-01
Marruecos,septiembre 2022,1430,Tenerife,septiembre,2022,9,2022-09-01
Luxemburgo,septiembre 2022,1689,Tenerife,septiembre,2022,9,2022-09-01
Islandia,septiembre 2022,5372,Tenerife,septiembre,2022,9,2022-09-01
Hungría,septiembre 2022,2019,Tenerife,septiembre,2022,9,2022-09-01
Venezuela,septiembre 2022,0,Tenerife,septiembre,2022,9,2022-09-01
Rumanía,septiembre 2022,2301,Tenerife,septiembre,2022,9,2022-09-01
Estonia,septiembre 2022,0,Tenerife,septiembre,2022,9,2022-09-01
Letonia,septiembre 2022,1721,Tenerife,septiembre,2022,9,2022-09-01
Lituania,septiembre 2022,0,Tenerife,septiembre,2022,9,2022-09-01
Ucrania,septiembre 2022,0,Tenerife,septiembre,2022,9,2022-09-01
Israel,septiembre 2022,0,Tenerife,septiembre,2022,9,2022-09-01
USA,septiembre 2022,1947,Tenerife,septiembre,2022,9,2022-09-01
Otros países,septiembre 2022,4,Tenerife,septiembre,2022,9,2022-09-01
Total aerop. Extranjeros,septiembre 2022,371903,Tenerife,septiembre,2022,9,2022-09-01
TOTAL PASAJEROS,septiembre 2022,642299,Tenerife,septiembre,2022,9,2022-09-01
aerop. Interinsulares,octubre 2022,124664,Tenerife,octubre,2022,10,2022-10-01
aerop. peninsulares,octubre 2022,181260,Tenerife,octubre,2022,10,2022-10-01
Total aerop. españoles,octubre 2022,305924,Tenerife,octubre,2022,10,2022-10-01
Aerop. Peninsulares + aerop. Extranjeros,octubre 2022,635258,Tenerife,octubre,2022,10,2022-10-01
Holanda,octubre 2022,16753,Tenerife,octubre,2022,10,2022-10-01
Bélgica,octubre 2022,24082,Tenerife,octubre,2022,10,2022-10-01
Alemania,octubre 2022,47642,Tenerife,octubre,2022,10,2022-10-01
Francia,octubre 2022,19599,Tenerife,octubre,2022,10,2022-10-01
Reino Unido,octubre 2022,221506,Tenerife,octubre,2022,10,2022-10-01
Irlanda,octubre 2022,12010,Tenerife,octubre,2022,10,2022-10-01
Italia,octubre 2022,26633,Tenerife,octubre,2022,10,2022-10-01
Países Nórdicos,octubre 2022,27799,Tenerife,octubre,2022,10,2022-10-01
Suecia,octubre 2022,5220,Tenerife,octubre,2022,10,2022-10-01
Noruega,octubre 2022,5753,Tenerife,octubre,2022,10,2022-10-01
Dinamarca,octubre 2022,9953,Tenerife,octubre,2022,10,2022-10-01
Finlandia,octubre 2022,6873,Tenerife,octubre,2022,10,2022-10-01
Suiza,octubre 2022,11113,Tenerife,octubre,2022,10,2022-10-01
Austria,octubre 2022,6706,Tenerife,octubre,2022,10,2022-10-01
Federación Rusa,octubre 2022,0,Tenerife,octubre,2022,10,2022-10-01
Republica Checa,octubre 2022,3794,Tenerife,octubre,2022,10,2022-10-01
Polonia,octubre 2022,9926,Tenerife,octubre,2022,10,2022-10-01
Portugal,octubre 2022,5868,Tenerife,octubre,2022,10,2022-10-01
Marruecos,octubre 2022,1164,Tenerife,octubre,2022,10,2022-10-01
Luxemburgo,octubre 2022,2531,Tenerife,octubre,2022,10,2022-10-01
Islandia,octubre 2022,8164,Tenerife,octubre,2022,10,2022-10-01
Hungría,octubre 2022,2004,Tenerife,octubre,2022,10,2022-10-01
Venezuela,octubre 2022,0,Tenerife,octubre,2022,10,2022-10-01
Rumanía,octubre 2022,1966,Tenerife,octubre,2022,10,2022-10-01
Estonia,octubre 2022,772,Tenerife,octubre,2022,10,2022-10-01
Letonia,octubre 2022,2699,Tenerife,octubre,2022,10,2022-10-01
Lituania,octubre 2022,1256,Tenerife,octubre,2022,10,2022-10-01
Ucrania,octubre 2022,0,Tenerife,octubre,2022,10,2022-10-01
Israel,octubre 2022,0,Tenerife,octubre,2022,10,2022-10-01
USA,octubre 2022,0,Tenerife,octubre,2022,10,2022-10-01
Otros países,octubre 2022,11,Tenerife,octubre,2022,10,2022-10-01
Total aerop. Extranjeros,octubre 2022,453998,Tenerife,octubre,2022,10,2022-10-01
TOTAL PASAJEROS,octubre 2022,759922,Tenerife,octubre,2022,10,2022-10-01
aerop. Interinsulares,noviembre 2022,115974,Tenerife,noviembre,2022,11,2022-11-01
aerop. peninsulares,noviembre 2022,157188,Tenerife,noviembre,2022,11,2022-11-01
Total aerop. españoles,noviembre 2022,273162,Tenerife,noviembre,2022,11,2022-11-01
Aerop. Peninsulares + aerop. Extranjeros,noviembre 2022,642161,Tenerife,noviembre,2022,11,2022-11-01
Holanda,noviembre 2022,18366,Tenerife,noviembre,2022,11,2022-11-01
Bélgica,noviembre 2022,21960,Tenerife,noviembre,2022,11,2022-11-01
Alemania,noviembre 2022,87589,Tenerife,noviembre,2022,11,2022-11-01
Francia,noviembre 2022,17848,Tenerife,noviembre,2022,11,2022-11-01
Reino Unido,noviembre 2022,199427,Tenerife,noviembre,2022,11,2022-11-01
Irlanda,noviembre 2022,13240,Tenerife,noviembre,2022,11,2022-11-01
Italia,noviembre 2022,27277,Tenerife,noviembre,2022,11,2022-11-01
Países Nórdicos,noviembre 2022,49172,Tenerife,noviembre,2022,11,2022-11-01
Suecia,noviembre 2022,11421,Tenerife,noviembre,2022,11,2022-11-01
Noruega,noviembre 2022,9399,Tenerife,noviembre,2022,11,2022-11-01
Dinamarca,noviembre 2022,15005,Tenerife,noviembre,2022,11,2022-11-01
Finlandia,noviembre 2022,13347,Tenerife,noviembre,2022,11,2022-11-01
Suiza,noviembre 2022,10270,Tenerife,noviembre,2022,11,2022-11-01
Austria,noviembre 2022,6650,Tenerife,noviembre,2022,11,2022-11-01
Federación Rusa,noviembre 2022,0,Tenerife,noviembre,2022,11,2022-11-01
Republica Checa,noviembre 2022,2206,Tenerife,noviembre,2022,11,2022-11-01
Polonia,noviembre 2022,8074,Tenerife,noviembre,2022,11,2022-11-01
Portugal,noviembre 2022,5771,Tenerife,noviembre,2022,11,2022-11-01
Marruecos,noviembre 2022,943,Tenerife,noviembre,2022,11,2022-11-01
Luxemburgo,noviembre 2022,1901,Tenerife,noviembre,2022,11,2022-11-01
Islandia,noviembre 2022,5103,Tenerife,noviembre,2022,11,2022-11-01
Hungría,noviembre 2022,1744,Tenerife,noviembre,2022,11,2022-11-01
Venezuela,noviembre 2022,209,Tenerife,noviembre,2022,11,2022-11-01
Rumanía,noviembre 2022,1992,Tenerife,noviembre,2022,11,2022-11-01
Estonia,noviembre 2022,679,Tenerife,noviembre,2022,11,2022-11-01
Letonia,noviembre 2022,3494,Tenerife,noviembre,2022,11,2022-11-01
Lituania,noviembre 2022,1050,Tenerife,noviembre,2022,11,2022-11-01
Ucrania,noviembre 2022,0,Tenerife,noviembre,2022,11,2022-11-01
Israel,noviembre 2022,0,Tenerife,noviembre,2022,11,2022-11-01
USA,noviembre 2022,0,Tenerife,noviembre,2022,11,2022-11-01
Otros países,noviembre 2022,8,Tenerife,noviembre,2022,11,2022-11-01
Total aerop. Extranjeros,noviembre 2022,484973,Tenerife,noviembre,2022,11,2022-11-01
TOTAL PASAJEROS,noviembre 2022,758135,Tenerife,noviembre,2022,11,2022-11-01
aerop. Interinsulares,diciembre 2022,107101,Tenerife,diciembre,2022,12,2022-12-01
aerop. peninsulares,diciembre 2022,181806,Tenerife,diciembre,2022,12,2022-12-01
Total aerop. españoles,diciembre 2022,288907,Tenerife,diciembre,2022,12,2022-12-01
Aerop. Peninsulares + aerop. Extranjeros,diciembre 2022,703807,Tenerife,diciembre,2022,12,2022-12-01
Holanda,diciembre 2022,18193,Tenerife,diciembre,2022,12,2022-12-01
Bélgica,diciembre 2022,24249,Tenerife,diciembre,2022,12,2022-12-01
Alemania,diciembre 2022,86109,Tenerife,diciembre,2022,12,2022-12-01
Francia,diciembre 2022,25326,Tenerife,diciembre,2022,12,2022-12-01
Reino Unido,diciembre 2022,219462,Tenerife,diciembre,2022,12,2022-12-01
Irlanda,diciembre 2022,13968,Tenerife,diciembre,2022,12,2022-12-01
Italia,diciembre 2022,29514,Tenerife,diciembre,2022,12,2022-12-01
Países Nórdicos,diciembre 2022,46273,Tenerife,diciembre,2022,12,2022-12-01
Suecia,diciembre 2022,10924,Tenerife,diciembre,2022,12,2022-12-01
Noruega,diciembre 2022,8803,Tenerife,diciembre,2022,12,2022-12-01
Dinamarca,diciembre 2022,13099,Tenerife,diciembre,2022,12,2022-12-01
Finlandia,diciembre 2022,13447,Tenerife,diciembre,2022,12,2022-12-01
Suiza,diciembre 2022,10388,Tenerife,diciembre,2022,12,2022-12-01
Austria,diciembre 2022,7889,Tenerife,diciembre,2022,12,2022-12-01
Federación Rusa,diciembre 2022,0,Tenerife,diciembre,2022,12,2022-12-01
Republica Checa,diciembre 2022,2412,Tenerife,diciembre,2022,12,2022-12-01
Polonia,diciembre 2022,9976,Tenerife,diciembre,2022,12,2022-12-01
Portugal,diciembre 2022,6906,Tenerife,diciembre,2022,12,2022-12-01
Marruecos,diciembre 2022,1349,Tenerife,diciembre,2022,12,2022-12-01
Luxemburgo,diciembre 2022,2341,Tenerife,diciembre,2022,12,2022-12-01
Islandia,diciembre 2022,7476,Tenerife,diciembre,2022,12,2022-12-01
Hungría,diciembre 2022,1988,Tenerife,diciembre,2022,12,2022-12-01
Venezuela,diciembre 2022,560,Tenerife,diciembre,2022,12,2022-12-01
Rumanía,diciembre 2022,1654,Tenerife,diciembre,2022,12,2022-12-01
Estonia,diciembre 2022,1293,Tenerife,diciembre,2022,12,2022-12-01
Letonia,diciembre 2022,3612,Tenerife,diciembre,2022,12,2022-12-01
Lituania,diciembre 2022,1053,Tenerife,diciembre,2022,12,2022-12-01
Ucrania,diciembre 2022,0,Tenerife,diciembre,2022,12,2022-12-01
Israel,diciembre 2022,0,Tenerife,diciembre,2022,12,2022-12-01
USA,diciembre 2022,0,Tenerife,diciembre,2022,12,2022-12-01
Otros países,diciembre 2022,10,Tenerife,diciembre,2022,12,2022-12-01
Total aerop. Extranjeros,diciembre 2022,522001,Tenerife,diciembre,2022,12,2022-12-01
TOTAL PASAJEROS,diciembre 2022,810908,Tenerife,diciembre,2022,12,2022-12-01
aerop. Interinsulares,enero 2023,99932,Tenerife,enero,2023,1,2023-01-01
aerop. peninsulares,enero 2023,157680,Tenerife,enero,2023,1,2023-01-01
Total aerop. españoles,enero 2023,257612,Tenerife,enero,2023,1,2023-01-01
Aerop. Peninsulares + aerop. Extranjeros,enero 2023,645655,Tenerife,enero,2023,1,2023-01-01
Holanda,enero 2023,16469,Tenerife,enero,2023,1,2023-01-01
Bélgica,enero 2023,22456,Tenerife,enero,2023,1,2023-01-01
Alemania,enero 2023,80833,Tenerife,enero,2023,1,2023-01-01
Francia,enero 2023,20549,Tenerife,enero,2023,1,2023-01-01
Reino Unido,enero 2023,191648,Tenerife,enero,2023,1,2023-01-01
Irlanda,enero 2023,15100,Tenerife,enero,2023,1,2023-01-01
Italia,enero 2023,29571,Tenerife,enero,2023,1,2023-01-01
Países Nórdicos,enero 2023,54758,Tenerife,enero,2023,1,2023-01-01
Suecia,enero 2023,13017,Tenerife,enero,2023,1,2023-01-01
Noruega,enero 2023,10272,Tenerife,enero,2023,1,2023-01-01
Dinamarca,enero 2023,17446,Tenerife,enero,2023,1,2023-01-01
Finlandia,enero 2023,14023,Tenerife,enero,2023,1,2023-01-01
Suiza,enero 2023,7656,Tenerife,enero,2023,1,2023-01-01
Austria,enero 2023,8665,Tenerife,enero,2023,1,2023-01-01
Federación Rusa,enero 2023,0,Tenerife,enero,2023,1,2023-01-01
Republica Checa,enero 2023,1979,Tenerife,enero,2023,1,2023-01-01
Polonia,enero 2023,11288,Tenerife,enero,2023,1,2023-01-01
Portugal,enero 2023,5847,Tenerife,enero,2023,1,2023-01-01
Marruecos,enero 2023,1549,Tenerife,enero,2023,1,2023-01-01
Luxemburgo,enero 2023,2131,Tenerife,enero,2023,1,2023-01-01
Islandia,enero 2023,7021,Tenerife,enero,2023,1,2023-01-01
Hungría,enero 2023,2187,Tenerife,enero,2023,1,2023-01-01
Venezuela,enero 2023,627,Tenerife,enero,2023,1,2023-01-01
Rumanía,enero 2023,2045,Tenerife,enero,2023,1,2023-01-01
Estonia,enero 2023,731,Tenerife,enero,2023,1,2023-01-01
Letonia,enero 2023,3426,Tenerife,enero,2023,1,2023-01-01
Lituania,enero 2023,1427,Tenerife,enero,2023,1,2023-01-01
Ucrania,enero 2023,0,Tenerife,enero,2023,1,2023-01-01
Israel,enero 2023,0,Tenerife,enero,2023,1,2023-01-01
USA,enero 2023,2,Tenerife,enero,2023,1,2023-01-01
Otros países,enero 2023,10,Tenerife,enero,2023,1,2023-01-01
Total aerop. Extranjeros,enero 2023,487975,Tenerife,enero,2023,1,2023-01-01
TOTAL PASAJEROS,enero 2023,745587,Tenerife,enero,2023,1,2023-01-01
aerop. Interinsulares,febrero 2023,100717,Tenerife,febrero,2023,2,2023-02-01
aerop. peninsulares,febrero 2023,151375,Tenerife,febrero,2023,2,2023-02-01
Total aerop. españoles,febrero 2023,252092,Tenerife,febrero,2023,2,2023-02-01
Aerop. Peninsulares + aerop. Extranjeros,febrero 2023,637163,Tenerife,febrero,2023,2,2023-02-01
Holanda,febrero 2023,14966,Tenerife,febrero,2023,2,2023-02-01
Bélgica,febrero 2023,21221,Tenerife,febrero,2023,2,2023-02-01
Alemania,febrero 2023,80460,Tenerife,febrero,2023,2,2023-02-01
Francia,febrero 2023,23572,Tenerife,febrero,2023,2,2023-02-01
Reino Unido,febrero 2023,201141,Tenerife,febrero,2023,2,2023-02-01
